EventID,EmployeeID,EntityID,EmployeeName,PayDate,GrossEarnings,QualifyingEarnings_CodeQ,SuperLiability_CodeL,SuperFundUSI,SuperFundName,RemittanceDate,FundReceiptDate,StatutoryDueDate,ComplianceStatus,SGC_Shortfall,GIC_NominalInterest
STP5302,EMP302,ENT003,F. O'Connor,2027-02-10,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2027-02-12,2027-02-16,2027-02-19,ON_TIME,0.00,0.00
STP5303,EMP302,ENT003,F. O'Connor,2027-02-24,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2027-02-26,2027-03-02,2027-03-05,ON_TIME,0.00,0.00
STP5304,EMP302,ENT003,F. O'Connor,2027-03-10,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2027-03-12,2027-03-24,2027-03-19,LATE_BREACH,1.02,0.64
STP5305,EMP302,ENT003,F. O'Connor,2027-03-24,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2027-03-26,2027-04-01,2027-04-06,ON_TIME,0.00,0.00
STP5306,EMP302,ENT003,F. O'Connor,2027-04-07,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2027-04-09,2027-04-13,2027-04-16,ON_TIME,0.00,0.00
STP5307,EMP302,ENT003,F. O'Connor,2027-04-21,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2027-04-23,2027-04-28,2027-05-03,ON_TIME,0.00,0.00
STP5308,EMP302,ENT003,F. O'Connor,2027-05-05,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2027-05-07,2027-05-11,2027-05-14,ON_TIME,0.00,0.00
STP5309,EMP302,ENT003,F. O'Connor,2027-05-19,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2027-05-21,2027-05-25,2027-05-28,ON_TIME,0.00,0.00
STP5310,EMP302,ENT003,F. O'Connor,2027-06-02,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2027-06-04,2027-06-08,2027-06-11,ON_TIME,0.00,0.00
STP5311,EMP302,ENT003,F. O'Connor,2027-06-16,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2027-06-18,2027-06-22,2027-06-25,ON_TIME,0.00,0.00
STP5312,EMP302,ENT003,F. O'Connor,2027-06-30,3384.62,3384.62,406.15,19323234999001,AustralianSuper,2027-07-02,2027-07-06,2027-07-09,ON_TIME,0.00,0.00
